









Frequency of observations in the selected location(s).:
Number of taxa: 	344

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Brown Creeper (<em class="sci">Certhia americana</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0054945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue-gray Gnatcatcher (<em class="sci">Polioptila caerulea</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.005291	0.0151515	0.0307692	0.0357143	0.007874	0.0473373	0.0	0.0211268	0.0167224	0.0114943	0.0088496	0.0	0.0	0.0	0.0	0.0	0.0084746	0.0	0.0	0.0	0.0	0.0	0.0160428	0.0103093	0.0136054	0.0130293	0.0104712	0.023622	0.0518519	0.0123457	0.0350877	0.010989	0.0137931	0.0053476	0.0	0.006135	0.0	0.0	0.0155039	0.0	0.0	0.0052632	
Rock Wren (<em class="sci">Salpinctes obsoletus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0088496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0087719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0052632	
Canyon Wren (<em class="sci">Catherpes mexicanus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0054945	0.0	0.0	0.0	0.0	0.0	0.0047393	0.0	0.0	0.0	0.0	
Northern House Wren (<em class="sci">Troglodytes aedon</em>)	0.0	0.0137931	0.0144928	0.0253165	0.0	0.027027	0.037037	0.030303	0.0692308	0.0446429	0.0393701	0.1242604	0.0895522	0.0704225	0.0468227	0.0881226	0.0884956	0.1982759	0.1234568	0.137931	0.1276596	0.1832061	0.0932203	0.1415929	0.1354839	0.0493827	0.0600707	0.0607029	0.0588235	0.128866	0.1088435	0.0651466	0.052356	0.0629921	0.1111111	0.0555556	0.0789474	0.032967	0.0137931	0.0160428	0.0214286	0.0122699	0.0125	0.028436	0.0542636	0.0144928	0.0218978	0.0315789	
Pacific Wren (<em class="sci">Troglodytes pacificus</em>)	0.0	0.0	0.0072464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Marsh Wren (<em class="sci">Cistothorus palustris</em>)	0.7830688	0.7586207	0.7536232	0.7805907	0.84375	0.8513514	0.8042328	0.7777778	0.8307692	0.8660714	0.8818898	0.852071	0.8731343	0.8802817	0.9197324	0.9042146	0.8849558	0.8534483	0.9135802	0.8793103	0.8829787	0.8931298	0.7966102	0.8053097	0.7806452	0.7572016	0.7031802	0.6996805	0.6417112	0.7061856	0.7346939	0.6807818	0.6492147	0.6929134	0.7037037	0.7530864	0.8245614	0.7582418	0.7931034	0.7700535	0.8285714	0.803681	0.675	0.7677725	0.7906977	0.7898551	0.8175182	0.6789474	
Bewick's Wren (<em class="sci">Thryomanes bewickii</em>)	0.037037	0.0068966	0.0362319	0.0464135	0.0625	0.0540541	0.047619	0.030303	0.0384615	0.0714286	0.0472441	0.1065089	0.0671642	0.0492958	0.0501672	0.091954	0.0353982	0.1293103	0.0987654	0.1551724	0.0531915	0.0992366	0.0169492	0.0530973	0.0322581	0.0205761	0.024735	0.0159744	0.026738	0.0360825	0.0340136	0.019544	0.0157068	0.015748	0.0444444	0.0925926	0.0175439	0.0164835	0.0206897	0.0374332	0.0571429	0.0490798	0.025	0.0616114	0.0465116	0.0289855	0.0291971	0.0315789	
wren sp. (<em class="sci">Troglodytidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0074074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
European Starling (<em class="sci">Sturnus vulgaris</em>)	0.1375661	0.1793103	0.2173913	0.2025316	0.21875	0.2297297	0.1640212	0.2373737	0.1769231	0.2053571	0.2125984	0.3017751	0.3358209	0.2816901	0.2307692	0.2988506	0.3362832	0.3103448	0.3209877	0.2241379	0.2340426	0.3587786	0.3474576	0.3451327	0.3225806	0.2469136	0.1837456	0.2108626	0.1336898	0.2010309	0.122449	0.1302932	0.1256545	0.1732283	0.1703704	0.2037037	0.245614	0.1978022	0.262069	0.3048128	0.2357143	0.3190184	0.16875	0.2606635	0.3178295	0.3043478	0.2846715	0.2052632	
California Thrasher (<em class="sci">Toxostoma redivivum</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0054945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Mockingbird (<em class="sci">Mimus polyglottos</em>)	0.031746	0.0413793	0.0289855	0.0126582	0.0625	0.0743243	0.021164	0.040404	0.0461538	0.0357143	0.0472441	0.1420118	0.119403	0.1619718	0.083612	0.137931	0.1504425	0.2413793	0.308642	0.25	0.2765957	0.3587786	0.2966102	0.300885	0.2322581	0.1563786	0.1378092	0.1277955	0.0909091	0.128866	0.0748299	0.0456026	0.0366492	0.0551181	0.0888889	0.0864198	0.0877193	0.043956	0.0551724	0.0427807	0.0071429	0.0245399	0.0375	0.042654	0.0465116	0.0507246	0.0729927	0.0210526	
Western Bluebird (<em class="sci">Sialia mexicana</em>)	0.0	0.0068966	0.0	0.0042194	0.0234375	0.0	0.005291	0.0050505	0.0076923	0.0178571	0.0	0.0295858	0.0074627	0.0422535	0.0133779	0.0153257	0.0176991	0.0172414	0.0617284	0.0431034	0.0212766	0.0381679	0.0338983	0.0088496	0.0129032	0.0	0.0035336	0.0127796	0.0	0.0206186	0.0	0.0032573	0.0104712	0.007874	0.0074074	0.0061728	0.0087719	0.0054945	0.0068966	0.0106952	0.0	0.0122699	0.0	0.0	0.0	0.0	0.0	0.0052632	
Townsend's Solitaire (<em class="sci">Myadestes townsendi</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0100334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Varied Thrush (<em class="sci">Ixoreus naevius</em>)	0.0	0.0	0.0	0.0	0.015625	0.0	0.010582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072464	0.0	0.0	
Swainson's Thrush (<em class="sci">Catharus ustulatus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0114943	0.0176991	0.0775862	0.037037	0.0344828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hermit Thrush (<em class="sci">Catharus guttatus</em>)	0.021164	0.0137931	0.0434783	0.0253165	0.015625	0.0067568	0.026455	0.0252525	0.0307692	0.0	0.0393701	0.0295858	0.0597015	0.0422535	0.0334448	0.0268199	0.0	0.0172414	0.0123457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032573	0.0	0.0	0.0	0.0	0.0175439	0.0384615	0.0137931	0.0160428	0.0142857	0.0122699	0.00625	0.014218	0.0	0.0072464	0.0291971	0.0263158	
American Robin (<em class="sci">Turdus migratorius</em>)	0.021164	0.0015	0.0434783	0.0253165	0.046875	0.0067568	0.031746	0.040404	0.0615385	0.0803571	0.0708661	0.0828402	0.1268657	0.1126761	0.0869565	0.2222222	0.1769912	0.1810345	0.1604938	0.1206897	0.2021277	0.1755725	0.220339	0.1769912	0.1290323	0.1522634	0.1130742	0.086262	0.0641711	0.0979381	0.0136054	0.009772	0.0052356	0.0472441	0.0148148	0.0185185	0.0175439	0.021978	0.0206897	0.0053476	0.0142857	0.0122699	0.00625	0.0094787	0.0	0.0217391	0.0218978	0.0157895	
Cedar Waxwing (<em class="sci">Bombycilla cedrorum</em>)	0.010582	0.0068966	0.0072464	0.0	0.0078125	0.0	0.0	0.0	0.0	0.0089286	0.007874	0.0059172	0.0	0.0	0.0015	0.0153257	0.0265487	0.0603448	0.0493827	0.0	0.0	0.0	0.0	0.0088496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007874	0.0	0.0	0.0087719	0.010989	0.0344828	0.0053476	0.0071429	0.0	0.0	0.0047393	0.0	0.0	0.0072993	0.0105263	
Phainopepla (<em class="sci">Phainopepla nitens</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Red Bishop (<em class="sci">Euplectes franciscanus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053476	0.0142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
House Sparrow (<em class="sci">Passer domesticus</em>)	0.2539683	0.2551724	0.2463768	0.2489451	0.296875	0.2635135	0.2698413	0.2929293	0.3230769	0.4107143	0.4645669	0.5739645	0.5298507	0.5774648	0.5117057	0.5747126	0.5840708	0.5948276	0.6296296	0.6810345	0.7446809	0.7175573	0.7033898	0.8141593	0.7548387	0.654321	0.6925795	0.6517572	0.5240642	0.4587629	0.3401361	0.2508143	0.2513089	0.3464567	0.2814815	0.2901235	0.3859649	0.3186813	0.337931	0.3582888	0.45	0.4110429	0.23125	0.3459716	0.3875969	0.3043478	0.2919708	0.2421053	
Citrine Wagtail (<em class="sci">Motacilla citreola</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0145985	0.0	
Red-throated Pipit (<em class="sci">Anthus cervinus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0068966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Pipit (<em class="sci">Anthus rubescens</em>)	0.5396825	0.6551724	0.6594203	0.5147679	0.5	0.4189189	0.4285714	0.4242424	0.2923077	0.3482143	0.2204724	0.3136095	0.3358209	0.3661972	0.3076923	0.137931	0.0353982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0136054	0.0032573	0.0314136	0.023622	0.0444444	0.1728395	0.2017544	0.2582418	0.5034483	0.631016	0.6857143	0.6687117	0.56875	0.6587678	0.7131783	0.6376812	0.7883212	0.5631579	
House Finch (<em class="sci">Haemorhous mexicanus</em>)	0.1851852	0.2413793	0.2753623	0.3037975	0.3046875	0.3986486	0.3174603	0.3181818	0.3153846	0.3035714	0.3464567	0.4674556	0.4850746	0.471831	0.3946488	0.4559387	0.5221239	0.5258621	0.6419753	0.5431034	0.5638298	0.7022901	0.6355932	0.6902655	0.6129032	0.563786	0.5229682	0.5175719	0.3903743	0.443299	0.3741497	0.257329	0.1989529	0.2362205	0.2962963	0.2345679	0.377193	0.2692308	0.3172414	0.2780749	0.2928571	0.3128834	0.275	0.2796209	0.248062	0.2536232	0.3284672	0.2842105	
Purple Finch (<em class="sci">Haemorhous purpureus</em>)	0.0	0.0	0.0	0.0084388	0.0	0.0	0.026455	0.0	0.0	0.0	0.0	0.0	0.0149254	0.0211268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0052356	0.0	0.0	0.0	0.0087719	0.0	0.0	0.0	0.0071429	0.006135	0.00625	0.0047393	0.0077519	0.0	0.0	0.0	
Pine Siskin (<em class="sci">Spinus pinus</em>)	0.0015	0.0	0.0	0.0	0.0	0.0	0.005291	0.0	0.0	0.0089286	0.0	0.0059172	0.0074627	0.0	0.0033445	0.0038314	0.0	0.0	0.0	0.0086207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0068966	0.0053476	0.0071429	0.006135	0.0	0.0047393	0.0	0.0072464	0.0	0.0052632	
Lesser Goldfinch (<em class="sci">Spinus psaltria</em>)	0.0793651	0.0551724	0.057971	0.0295359	0.0703125	0.0675676	0.026455	0.0454545	0.0461538	0.0803571	0.0393701	0.0769231	0.0895522	0.0774648	0.0602007	0.1034483	0.0884956	0.1724138	0.1851852	0.2068966	0.1170213	0.129771	0.0932203	0.0884956	0.116129	0.0781893	0.0636042	0.0798722	0.1176471	0.1443299	0.1360544	0.1074919	0.1099476	0.1417323	0.2296296	0.1481481	0.1929825	0.1263736	0.0758621	0.0855615	0.1	0.0797546	0.0625	0.0853081	0.1162791	0.0797101	0.1167883	0.0842105	
Lawrence's Goldfinch (<em class="sci">Spinus lawrencei</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038314	0.0	0.0086207	0.0123457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0054945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Goldfinch (<em class="sci">Spinus tristis</em>)	0.1851852	0.1586207	0.173913	0.1097046	0.109375	0.0202703	0.026455	0.030303	0.0692308	0.0625	0.1102362	0.2485207	0.3059701	0.2605634	0.2341137	0.3524904	0.4513274	0.4482759	0.5308642	0.4655172	0.5106383	0.5114504	0.4745763	0.5486726	0.4516129	0.436214	0.4840989	0.5303514	0.486631	0.4793814	0.4421769	0.2931596	0.2041885	0.3307087	0.3111111	0.2962963	0.4385965	0.3516484	0.3931034	0.3101604	0.3071429	0.3558282	0.23125	0.2180095	0.3023256	0.2318841	0.2627737	0.1526316	
new world goldfinch sp. (<em class="sci">Spinus sp. (goldfinch sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0086207	0.0	0.0	0.0	0.0	0.0	0.0041152	0.0	0.0	0.0053476	0.0	0.0	0.0	0.0	0.0	0.0148148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lapland Longspur (<em class="sci">Calcarius lapponicus</em>)	0.0	0.0	0.0	0.0	0.0	0.0067568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0164835	0.0137931	0.0	0.0071429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Grasshopper Sparrow (<em class="sci">Ammodramus savannarum</em>)	0.0	0.0068966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0088496	0.0064516	0.0123457	0.0	0.0	0.0	0.0	0.0	0.0	0.0052356	0.007874	0.0074074	0.0015	0.0	0.0	0.0	0.0	0.0285714	0.0	0.0015	0.0047393	0.0	0.0	0.0	0.0	
Chipping Sparrow (<em class="sci">Spizella passerina</em>)	0.005291	0.0068966	0.0072464	0.0042194	0.0078125	0.0135135	0.005291	0.010101	0.0076923	0.0089286	0.015748	0.0059172	0.0	0.0	0.0033445	0.0015	0.0088496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053476	0.0103093	0.0068027	0.0	0.0052356	0.015748	0.0	0.0061728	0.0175439	0.0054945	0.0	0.0213904	0.0142857	0.0122699	0.0	0.0	0.0	0.0	0.0	0.0052632	
Clay-colored Sparrow (<em class="sci">Spizella pallida</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007874	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Brewer's Sparrow (<em class="sci">Spizella breweri</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0088496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0104712	0.015748	0.0015	0.0015	0.0	0.0054945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lark Sparrow (<em class="sci">Chondestes grammacus</em>)	0.0	0.0	0.0072464	0.0042194	0.0	0.0067568	0.0	0.010101	0.0153846	0.0089286	0.007874	0.0118343	0.0074627	0.0070423	0.0033445	0.0114943	0.0530973	0.0517241	0.0246914	0.0172414	0.0	0.0229008	0.0508475	0.0176991	0.0387097	0.0205761	0.0141343	0.0031949	0.0106952	0.0154639	0.0	0.0032573	0.0052356	0.007874	0.0222222	0.0246914	0.0175439	0.0164835	0.0137931	0.0106952	0.0071429	0.0245399	0.01875	0.0094787	0.0077519	0.0072464	0.0	0.0105263	
Lark Bunting (<em class="sci">Calamospiza melanocorys</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0052632	
American Tree Sparrow (<em class="sci">Spizelloides arborea</em>)	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0053476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	
Fox Sparrow (<em class="sci">Passerella iliaca</em>)	0.1058201	0.1310345	0.115942	0.1139241	0.1015625	0.1959459	0.1481481	0.1111111	0.1153846	0.1160714	0.0629921	0.0532544	0.0223881	0.0140845	0.0133779	0.0076628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0296296	0.0246914	0.0701754	0.0494505	0.0344828	0.0427807	0.0571429	0.0613497	0.05	0.0853081	0.1860465	0.1449275	0.189781	0.1947368	
Dark-eyed Junco (<em class="sci">Junco hyemalis</em>)	0.021164	0.0344828	0.0289855	0.0337553	0.0546875	0.0067568	0.037037	0.0353535	0.0230769	0.0178571	0.0314961	0.0650888	0.0447761	0.0352113	0.006689	0.0038314	0.0265487	0.0	0.0	0.0	0.0	0.0076336	0.0	0.0	0.0	0.0	0.0	0.0031949	0.0	0.0	0.0068027	0.0	0.0	0.0	0.0	0.0123457	0.0175439	0.0274725	0.0344828	0.0588235	0.0714286	0.0368098	0.01875	0.0189573	0.0077519	0.0217391	0.0145985	0.0368421	
White-crowned Sparrow (<em class="sci">Zonotrichia leucophrys</em>)	0.8994709	0.8206897	0.8695652	0.814346	0.8125	0.8310811	0.7724868	0.7676768	0.7692308	0.8660714	0.6614173	0.7633136	0.7089552	0.7464789	0.4648829	0.2337165	0.1061947	0.0086207	0.0	0.0	0.0	0.0	0.0	0.0088496	0.0	0.0041152	0.0	0.0	0.0	0.0	0.0	0.0032573	0.0052356	0.0629921	0.3407407	0.617284	0.8070175	0.7692308	0.7724138	0.7326203	0.7857143	0.803681	0.7	0.8436019	0.7906977	0.8478261	0.9051095	0.8578947	
Golden-crowned Sparrow (<em class="sci">Zonotrichia atricapilla</em>)	0.5079365	0.4827586	0.4782609	0.5147679	0.5625	0.5878378	0.5132275	0.510101	0.5153846	0.5446429	0.3937008	0.5621302	0.4402985	0.4577465	0.2876254	0.2720307	0.1150442	0.0086207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0296296	0.1111111	0.3333333	0.3076923	0.3241379	0.315508	0.4142857	0.404908	0.31875	0.4312796	0.4728682	0.5434783	0.5693431	0.5631579	
White-throated Sparrow (<em class="sci">Zonotrichia albicollis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.010582	0.0050505	0.0	0.0	0.015748	0.0059172	0.0	0.0	0.0033445	0.0038314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0160428	0.0214286	0.0	0.00625	0.0047393	0.0	0.0015	0.0072993	0.0105263	
Zonotrichia sp. (<em class="sci">Zonotrichia sp.</em>)	0.005291	0.0	0.0	0.0	0.0	0.0067568	0.0	0.0	0.0	0.0	0.007874	0.0	0.0	0.0	0.0	0.0	0.0088496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0054945	0.0068966	0.0	0.0	0.0015	0.00625	0.0	0.0077519	0.0	0.0072993	0.0052632	
Vesper Sparrow (<em class="sci">Pooecetes gramineus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0059172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0061728	0.0	0.0	0.0068966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Savannah Sparrow (<em class="sci">Passerculus sandwichensis</em>)	0.7883598	0.7655172	0.7318841	0.6877637	0.7265625	0.6959459	0.6613757	0.7070707	0.6615385	0.625	0.6535433	0.7159763	0.6492537	0.6619718	0.5618729	0.559387	0.3185841	0.1551724	0.1975309	0.0948276	0.2021277	0.1374046	0.1525424	0.2035398	0.1741935	0.1728395	0.0989399	0.1118211	0.0962567	0.1546392	0.2108844	0.3224756	0.3926702	0.511811	0.5925926	0.7716049	0.7982456	0.7527473	0.7724138	0.8074866	0.8642857	0.803681	0.71875	0.8151659	0.7984496	0.7536232	0.8905109	0.6894737	
Song Sparrow (<em class="sci">Melospiza melodia</em>)	0.6031746	0.5586207	0.5797101	0.5949367	0.6328125	0.6283784	0.5820106	0.6060606	0.5923077	0.5982143	0.5275591	0.6804734	0.6268657	0.6267606	0.5819398	0.6168582	0.6017699	0.612069	0.691358	0.5775862	0.6808511	0.7328244	0.7288136	0.7610619	0.7290323	0.691358	0.6749117	0.6038339	0.5721925	0.5309278	0.5170068	0.4462541	0.4136126	0.4488189	0.5407407	0.5	0.5526316	0.521978	0.5655172	0.5614973	0.5642857	0.607362	0.46875	0.5829384	0.6046512	0.6014493	0.6569343	0.5736842	
Lincoln's Sparrow (<em class="sci">Melospiza lincolnii</em>)	0.3492063	0.3586207	0.3478261	0.4261603	0.390625	0.2972973	0.3280423	0.3636364	0.3384615	0.3125	0.2440945	0.3431953	0.2089552	0.1901408	0.1270903	0.0574713	0.0	0.0172414	0.0246914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0052356	0.0944882	0.2444444	0.2407407	0.4561404	0.2417582	0.3241379	0.368984	0.4285714	0.3803681	0.3	0.3886256	0.4573643	0.3985507	0.4379562	0.3526316	
Swamp Sparrow (<em class="sci">Melospiza georgiana</em>)	0.0740741	0.0068966	0.0217391	0.1940928	0.078125	0.0337838	0.021164	0.0606061	0.0015	0.0089286	0.0	0.035503	0.0223881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0071429	0.0490798	0.04375	0.0331754	0.0852713	0.1086957	0.0510949	0.0368421	
California Towhee (<em class="sci">Melozone crissalis</em>)	0.0	0.0	0.0072464	0.0	0.015625	0.0	0.026455	0.010101	0.0076923	0.0267857	0.015748	0.035503	0.0298507	0.0211268	0.0234114	0.0574713	0.0442478	0.0862069	0.037037	0.0517241	0.0531915	0.1068702	0.0084746	0.0176991	0.0	0.0123457	0.0035336	0.0063898	0.0106952	0.0309278	0.0	0.0032573	0.0157068	0.015748	0.0074074	0.0123457	0.0	0.0054945	0.0	0.0160428	0.0071429	0.0122699	0.00625	0.0	0.0232558	0.0072464	0.0072993	0.0	
Green-tailed Towhee (<em class="sci">Pipilo chlorurus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0148148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
